,status,month,credit_history,purpose,credit_amount,savings,employment,investment_as_income_percentage,sex,other_debtors,residence_since,property,age,installment_plans,housing,number_of_credits,skill_level,people_liable_for,telephone,foreign_worker,credit,sex-age
219,A11,48,A32,A41,4788,A61,A74,4,male,A101,3,A122,adult,A143,A152,1,A173,2,A191,A201,1,male-adult
220,A12,12,A32,A43,766,A63,A73,4,male,A101,3,A121,adult,A143,A152,1,A172,1,A191,A201,2,male-adult
221,A11,6,A34,A40,3676,A61,A73,1,male,A101,3,A121,adult,A143,A151,3,A173,2,A191,A201,1,male-adult
222,A14,9,A32,A42,1313,A61,A75,1,male,A101,4,A123,youth,A143,A152,1,A173,1,A191,A201,1,male-youth
223,A14,15,A34,A42,2788,A61,A74,2,female,A102,3,A123,youth,A141,A152,2,A173,1,A191,A201,1,female-youth
224,A11,18,A33,A46,8471,A65,A73,1,female,A101,2,A123,youth,A143,A151,2,A173,1,A192,A201,1,female-youth
225,A12,18,A32,A43,1113,A61,A73,4,female,A103,4,A121,adult,A143,A152,1,A172,2,A191,A201,1,female-adult
226,A12,42,A34,A49,5954,A61,A74,2,female,A101,1,A121,adult,A141,A152,2,A172,1,A191,A201,1,female-adult
227,A14,21,A34,A41,3275,A61,A75,1,male,A101,4,A123,adult,A143,A152,1,A174,1,A192,A201,1,male-adult
228,A12,45,A32,A43,3031,A62,A73,4,male,A103,4,A122,youth,A143,A151,1,A173,1,A191,A201,2,male-youth
229,A11,36,A34,A46,8065,A61,A73,3,female,A101,2,A124,adult,A143,A152,2,A174,1,A192,A201,2,female-adult
230,A11,12,A34,A40,4843,A61,A75,3,male,A102,4,A122,adult,A143,A151,2,A173,1,A192,A201,2,male-adult
231,A12,12,A32,A40,2002,A61,A74,3,male,A101,4,A122,adult,A143,A151,1,A173,2,A192,A201,1,male-adult
232,A11,21,A32,A42,3599,A61,A74,1,female,A101,4,A123,adult,A143,A151,1,A172,1,A191,A201,1,female-adult
233,A12,21,A33,A40,2353,A61,A73,1,male,A101,4,A122,adult,A143,A152,2,A173,1,A191,A201,1,male-adult
234,A14,6,A32,A44,1338,A63,A73,1,male,A101,4,A121,adult,A143,A152,1,A173,1,A191,A201,1,male-adult
235,A11,12,A32,A43,1107,A61,A73,2,male,A101,2,A121,youth,A143,A151,1,A174,2,A192,A201,1,male-youth
236,A11,48,A32,A44,3051,A61,A73,3,male,A101,4,A123,adult,A143,A152,1,A173,1,A191,A201,2,male-adult
237,A14,15,A34,A43,1316,A63,A73,2,male,A101,2,A122,adult,A143,A152,2,A172,1,A191,A201,1,male-adult
238,A14,15,A34,A40,5045,A65,A75,1,female,A101,4,A123,adult,A143,A152,1,A173,1,A192,A201,1,female-adult
239,A12,6,A31,A46,433,A64,A72,4,female,A101,2,A122,youth,A141,A151,1,A173,2,A191,A201,2,female-youth
240,A12,24,A33,A40,1965,A65,A73,4,female,A101,4,A123,adult,A143,A151,2,A173,1,A192,A201,1,female-adult
241,A14,18,A34,A43,6070,A61,A75,3,male,A101,4,A123,adult,A143,A152,2,A173,1,A192,A201,1,male-adult
242,A13,4,A32,A40,1494,A65,A72,1,male,A101,2,A121,adult,A143,A152,1,A172,2,A191,A202,1,male-adult
243,A11,12,A32,A43,727,A62,A72,4,male,A101,3,A124,adult,A143,A152,1,A172,1,A192,A201,2,male-adult
244,A12,14,A32,A49,1410,A63,A75,1,male,A101,2,A121,adult,A143,A152,1,A173,1,A192,A201,1,male-adult
245,A12,10,A32,A40,7308,A61,A71,2,male,A101,4,A124,adult,A141,A153,1,A174,1,A192,A201,1,male-adult
246,A11,18,A32,A42,2473,A61,A71,4,male,A101,1,A123,adult,A143,A152,1,A171,1,A191,A201,2,male-adult
247,A11,21,A32,A40,3763,A65,A74,2,male,A102,2,A121,youth,A143,A152,1,A172,1,A191,A202,1,male-youth
248,A12,30,A33,A43,1919,A62,A72,4,male,A101,3,A124,adult,A142,A152,2,A174,1,A191,A201,2,male-adult
249,A11,30,A32,A41,3857,A61,A73,4,male,A101,4,A122,adult,A143,A152,1,A174,1,A192,A201,1,male-adult
250,A11,8,A34,A40,3398,A61,A74,1,male,A101,4,A121,adult,A143,A152,2,A172,1,A191,A202,1,male-adult
251,A12,9,A31,A40,1437,A62,A74,2,male,A101,3,A124,adult,A143,A152,1,A173,1,A191,A201,2,male-adult
252,A11,21,A32,A43,2606,A61,A72,4,female,A101,4,A122,adult,A143,A151,1,A174,1,A192,A201,1,female-adult
253,A13,10,A32,A40,1240,A62,A75,1,female,A101,4,A124,adult,A143,A153,1,A172,2,A191,A201,2,female-adult
254,A14,9,A34,A46,1244,A65,A75,4,female,A101,4,A122,adult,A143,A151,2,A172,1,A191,A201,1,female-adult
255,A12,18,A32,A42,3001,A61,A74,2,female,A101,4,A121,adult,A143,A151,1,A173,1,A191,A201,1,female-adult
256,A11,8,A34,A40,731,A61,A75,4,male,A101,4,A121,adult,A143,A152,2,A172,1,A191,A201,1,male-adult
257,A14,6,A34,A40,6761,A61,A74,1,male,A101,3,A124,adult,A143,A152,2,A174,2,A192,A201,1,male-adult
258,A11,36,A32,A42,3959,A61,A71,4,male,A101,3,A122,adult,A143,A152,1,A174,1,A192,A201,1,male-adult
259,A11,36,A32,A40,9271,A61,A74,2,male,A101,1,A123,youth,A143,A152,1,A173,1,A192,A201,2,male-youth
260,A12,30,A31,A42,3496,A64,A73,4,male,A101,2,A123,adult,A142,A152,1,A173,2,A192,A201,1,male-adult
261,A11,24,A32,A40,1371,A65,A73,4,female,A101,4,A121,adult,A143,A151,1,A173,1,A191,A201,2,female-adult
262,A14,36,A33,A42,7678,A63,A74,2,female,A101,4,A123,adult,A143,A152,2,A173,1,A192,A201,1,female-adult
263,A14,18,A32,A49,1568,A62,A73,3,female,A101,4,A122,youth,A143,A151,1,A172,1,A191,A201,1,female-youth
264,A14,36,A34,A41,5711,A64,A75,4,male,A101,2,A123,adult,A143,A152,2,A174,1,A192,A201,1,male-adult
265,A14,12,A32,A43,886,A65,A73,4,female,A101,2,A123,youth,A143,A152,1,A173,1,A191,A201,1,female-youth
266,A12,24,A32,A42,4057,A61,A74,3,male,A101,3,A123,adult,A143,A152,1,A173,1,A192,A201,2,male-adult
267,A11,12,A32,A40,3651,A64,A73,1,male,A101,3,A122,adult,A143,A152,1,A173,2,A191,A201,1,male-adult
268,A14,24,A32,A43,1552,A61,A74,3,male,A101,1,A123,adult,A141,A152,1,A173,2,A191,A201,1,male-adult
269,A14,12,A32,A41,4675,A65,A72,1,female,A101,4,A123,youth,A143,A151,1,A173,1,A191,A201,1,female-youth
270,A12,18,A32,A46,1239,A65,A73,4,male,A101,4,A124,adult,A143,A153,1,A173,1,A191,A201,1,male-adult
271,A12,12,A32,A43,1484,A65,A73,2,male,A101,1,A121,adult,A143,A152,1,A173,1,A192,A201,2,male-adult
272,A14,18,A34,A43,629,A63,A75,4,male,A101,3,A122,adult,A141,A152,2,A174,1,A192,A201,1,male-adult
273,A12,24,A34,A42,4736,A61,A72,2,female,A101,4,A123,adult,A141,A152,1,A172,1,A191,A201,2,female-adult
274,A11,60,A33,A49,6836,A61,A75,3,male,A101,4,A124,adult,A143,A152,2,A173,1,A192,A201,2,male-adult
275,A14,15,A33,A42,960,A64,A74,3,female,A101,2,A122,adult,A143,A152,2,A173,1,A191,A201,1,female-adult
276,A12,9,A32,A40,3195,A65,A73,1,female,A101,2,A121,adult,A143,A152,1,A172,1,A191,A201,1,female-adult
277,A13,18,A31,A43,1445,A65,A74,4,male,A101,4,A123,adult,A141,A152,1,A172,1,A191,A201,1,male-adult
278,A11,9,A34,A43,1138,A61,A73,4,male,A101,4,A121,adult,A143,A152,2,A172,1,A191,A201,1,male-adult
279,A14,12,A34,A42,1402,A63,A74,3,female,A101,4,A123,adult,A143,A151,1,A173,1,A192,A201,1,female-adult
280,A12,9,A32,A42,959,A61,A73,1,female,A101,2,A123,adult,A143,A152,1,A173,1,A191,A202,2,female-adult
281,A14,24,A32,A42,2835,A63,A75,3,male,A101,4,A122,adult,A143,A152,1,A173,1,A191,A201,1,male-adult
282,A12,48,A32,A49,15672,A61,A73,2,male,A101,2,A123,youth,A143,A152,1,A173,1,A192,A201,2,male-youth
283,A14,15,A34,A43,1471,A61,A73,4,male,A101,4,A124,adult,A143,A153,2,A173,1,A192,A201,1,male-adult
284,A14,12,A32,A41,1413,A64,A74,3,male,A101,2,A122,adult,A143,A152,1,A173,1,A191,A202,1,male-adult
285,A11,24,A32,A410,1755,A61,A75,4,female,A103,4,A121,adult,A143,A152,1,A172,1,A192,A201,1,female-adult
286,A11,48,A32,A49,4308,A61,A72,3,female,A101,4,A122,youth,A143,A151,1,A173,1,A191,A201,2,female-youth
287,A14,5,A32,A49,3448,A61,A74,1,male,A101,4,A121,adult,A143,A152,1,A172,1,A191,A201,1,male-adult
288,A11,12,A32,A42,1657,A61,A73,2,male,A101,2,A121,adult,A143,A152,1,A173,1,A191,A201,1,male-adult
289,A11,24,A31,A40,1193,A61,A71,1,female,A102,4,A124,adult,A143,A151,2,A171,1,A191,A201,2,female-adult
290,A11,18,A34,A45,1190,A61,A71,2,female,A101,4,A124,adult,A143,A153,3,A171,2,A191,A201,2,female-adult
291,A14,36,A34,A41,11054,A65,A73,4,male,A101,2,A123,adult,A143,A152,1,A174,1,A192,A201,1,male-adult
292,A12,24,A33,A43,1553,A62,A74,3,female,A101,2,A122,youth,A143,A151,2,A173,1,A192,A201,1,female-youth
293,A14,15,A32,A42,2221,A63,A73,2,female,A101,4,A123,youth,A143,A151,1,A173,1,A191,A201,1,female-youth
294,A14,12,A32,A49,1542,A61,A74,2,male,A101,4,A123,adult,A143,A152,1,A173,1,A192,A201,1,male-adult
295,A11,12,A32,A44,741,A62,A71,4,female,A101,3,A122,youth,A143,A152,1,A173,1,A191,A201,2,female-youth
296,A14,9,A32,A42,2301,A62,A72,2,female,A101,4,A122,youth,A143,A151,1,A173,1,A191,A201,1,female-youth
297,A14,33,A34,A41,7253,A61,A74,3,male,A101,2,A123,adult,A143,A152,2,A174,1,A192,A201,1,male-adult
298,A14,15,A32,A43,1213,A63,A75,4,male,A101,3,A122,adult,A142,A152,1,A173,1,A192,A201,1,male-adult
299,A11,21,A34,A40,1602,A61,A75,4,male,A101,3,A123,adult,A143,A152,2,A173,1,A192,A201,1,male-adult
300,A14,21,A34,A42,2288,A61,A72,4,female,A101,4,A122,youth,A143,A152,1,A173,1,A192,A201,1,female-youth
301,A11,6,A32,A41,1352,A63,A71,1,female,A101,2,A122,youth,A143,A151,1,A171,1,A192,A201,1,female-youth
302,A11,36,A34,A41,9629,A61,A74,4,male,A101,4,A123,youth,A143,A152,2,A173,1,A192,A201,2,male-youth
303,A13,12,A33,A40,2247,A61,A73,2,female,A101,2,A123,adult,A142,A152,2,A173,1,A192,A201,1,female-adult
304,A11,36,A32,A41,8229,A61,A73,2,male,A101,2,A122,adult,A143,A152,1,A173,2,A191,A201,2,male-adult
305,A11,12,A32,A46,684,A61,A73,4,male,A101,4,A123,adult,A143,A151,1,A172,2,A191,A201,2,male-adult
306,A14,9,A32,A49,1449,A61,A74,3,female,A101,2,A123,adult,A143,A152,2,A173,1,A191,A201,1,female-adult
307,A11,24,A32,A42,7721,A65,A72,1,female,A101,2,A122,adult,A143,A152,1,A173,1,A192,A202,1,female-adult
308,A14,60,A32,A40,10366,A61,A75,2,male,A101,4,A122,adult,A143,A152,1,A174,1,A192,A201,1,male-adult
309,A11,36,A32,A40,1842,A61,A72,4,female,A101,4,A123,adult,A143,A152,1,A173,1,A192,A201,2,female-adult
310,A13,12,A32,A42,1474,A61,A72,4,female,A101,1,A122,adult,A141,A152,1,A174,1,A192,A201,1,female-adult
311,A14,15,A32,A41,3812,A62,A72,1,female,A101,4,A123,youth,A143,A152,1,A173,1,A192,A201,1,female-youth
312,A14,9,A34,A42,2406,A61,A71,2,male,A101,3,A123,adult,A143,A152,1,A174,1,A191,A201,1,male-adult
313,A11,18,A34,A40,5302,A61,A75,2,male,A101,4,A124,adult,A143,A153,3,A174,1,A192,A201,1,male-adult
314,A11,30,A32,A42,2406,A61,A74,4,female,A101,4,A121,youth,A143,A151,1,A173,1,A191,A201,2,female-youth
315,A14,24,A33,A42,4151,A62,A73,2,male,A101,3,A122,adult,A143,A152,2,A173,1,A191,A201,1,male-adult
316,A14,6,A32,A43,1595,A61,A74,3,male,A101,2,A122,adult,A143,A152,1,A173,2,A191,A201,1,male-adult
317,A11,12,A34,A43,385,A61,A74,4,female,A101,3,A121,adult,A143,A152,4,A172,1,A192,A201,1,female-adult
318,A13,12,A32,A43,1881,A61,A73,2,female,A101,2,A123,adult,A143,A151,1,A172,1,A192,A201,1,female-adult
319,A14,15,A32,A40,3556,A65,A73,3,male,A101,2,A124,adult,A143,A152,1,A173,1,A191,A201,1,male-adult
320,A12,12,A32,A43,625,A61,A72,4,male,A103,1,A121,adult,A141,A152,1,A172,1,A191,A201,1,male-adult
321,A12,18,A33,A40,2899,A65,A75,4,male,A101,4,A123,adult,A143,A152,1,A173,2,A191,A201,1,male-adult
322,A12,12,A30,A42,2969,A61,A72,4,female,A101,3,A122,adult,A143,A151,2,A173,1,A191,A201,2,female-adult
323,A13,15,A32,A49,2687,A61,A74,2,male,A101,4,A122,adult,A143,A151,1,A173,1,A192,A201,1,male-adult
324,A12,24,A32,A42,3069,A62,A75,4,male,A101,4,A124,adult,A143,A153,1,A173,1,A191,A201,1,male-adult
325,A14,6,A32,A40,3518,A61,A73,2,male,A103,3,A122,adult,A143,A151,1,A173,1,A191,A201,1,male-adult
326,A11,6,A32,A46,448,A61,A72,4,female,A101,4,A122,youth,A143,A152,1,A173,1,A191,A201,2,female-youth
327,A12,18,A34,A43,1245,A61,A73,4,male,A101,2,A123,adult,A143,A152,1,A173,1,A191,A201,2,male-adult
328,A11,18,A32,A42,2039,A61,A73,1,female,A101,4,A121,youth,A141,A151,1,A173,1,A191,A201,2,female-youth
329,A12,12,A34,A41,1804,A62,A72,3,male,A101,4,A122,adult,A143,A152,1,A173,1,A191,A201,1,male-adult
330,A11,12,A32,A40,1274,A61,A72,3,female,A101,1,A121,adult,A143,A152,1,A172,1,A191,A201,2,female-adult
331,A14,24,A32,A40,1525,A64,A74,4,female,A101,3,A123,adult,A143,A152,1,A173,2,A192,A201,1,female-adult
332,A11,24,A32,A43,1603,A61,A75,4,female,A101,4,A123,adult,A143,A152,1,A173,1,A191,A201,1,female-adult
333,A12,12,A32,A40,1295,A61,A72,3,female,A101,1,A123,adult,A143,A151,1,A173,1,A191,A201,2,female-adult
334,A14,4,A34,A40,1455,A61,A74,2,male,A101,1,A121,adult,A143,A152,3,A172,2,A191,A201,1,male-adult
335,A14,24,A32,A41,5433,A65,A71,2,female,A101,4,A122,adult,A143,A151,1,A174,1,A192,A201,1,female-adult
336,A12,11,A32,A42,1577,A64,A72,4,female,A101,1,A121,youth,A143,A152,1,A173,1,A191,A201,1,female-youth
337,A11,12,A32,A43,1680,A63,A75,3,male,A101,1,A121,adult,A143,A152,1,A173,1,A191,A201,1,male-adult
338,A14,6,A32,A40,672,A61,A71,1,female,A101,4,A121,adult,A143,A152,1,A171,1,A192,A201,1,female-adult
339,A13,6,A34,A46,1047,A61,A73,2,female,A101,4,A122,adult,A143,A152,1,A172,1,A191,A201,1,female-adult
340,A12,18,A32,A43,3213,A63,A72,1,male,A101,3,A121,adult,A143,A151,1,A173,1,A191,A201,1,male-adult
341,A12,24,A34,A410,11938,A61,A73,2,male,A102,3,A123,adult,A143,A152,2,A174,2,A192,A201,2,male-adult
342,A14,36,A32,A43,3595,A61,A75,4,male,A101,2,A123,adult,A143,A152,1,A173,1,A191,A201,1,male-adult
343,A14,24,A34,A43,1516,A64,A73,4,female,A101,1,A121,adult,A143,A152,2,A172,1,A191,A201,1,female-adult
344,A13,24,A34,A49,1275,A64,A73,2,male,A101,4,A121,adult,A143,A152,2,A173,1,A192,A201,1,male-adult
345,A14,12,A32,A43,2073,A62,A73,4,female,A102,2,A121,adult,A143,A152,1,A173,1,A191,A201,1,female-adult
346,A14,9,A34,A40,1224,A61,A73,3,male,A101,1,A121,adult,A143,A152,2,A173,1,A191,A201,1,male-adult
347,A14,15,A34,A43,1829,A61,A75,4,male,A101,4,A123,adult,A143,A152,2,A173,1,A192,A201,1,male-adult
348,A12,36,A32,A46,12612,A62,A73,1,male,A101,4,A124,adult,A143,A153,1,A173,2,A192,A201,2,male-adult
349,A13,18,A32,A40,1961,A61,A75,3,female,A101,2,A123,youth,A143,A152,1,A174,1,A191,A201,1,female-youth
350,A14,36,A32,A41,8133,A61,A73,1,female,A101,2,A122,adult,A141,A152,1,A173,1,A191,A201,1,female-adult
351,A11,24,A32,A42,1747,A61,A72,4,male,A102,1,A122,youth,A143,A152,1,A172,1,A191,A202,1,male-youth
352,A14,24,A32,A48,937,A61,A72,4,male,A101,3,A123,adult,A143,A152,2,A172,1,A191,A201,1,male-adult
353,A12,48,A32,A43,3060,A61,A74,4,male,A101,4,A121,adult,A143,A152,2,A173,1,A191,A201,2,male-adult
354,A14,21,A32,A49,1572,A64,A75,4,female,A101,4,A121,adult,A141,A152,1,A172,1,A191,A201,1,female-adult
355,A12,48,A32,A410,5381,A65,A71,3,male,A101,4,A124,adult,A141,A153,1,A171,1,A192,A201,1,male-adult
356,A11,48,A34,A41,6143,A61,A75,4,female,A101,4,A124,adult,A142,A153,2,A172,1,A191,A201,2,female-adult
357,A12,20,A33,A410,2629,A61,A73,2,male,A101,3,A123,adult,A141,A152,2,A173,1,A192,A201,1,male-adult
358,A11,24,A33,A40,1333,A61,A71,4,male,A101,2,A121,adult,A143,A153,2,A173,2,A191,A201,2,male-adult
359,A14,18,A34,A43,1582,A64,A75,4,male,A101,4,A123,adult,A143,A152,2,A173,1,A191,A201,1,male-adult
360,A14,22,A32,A43,2675,A63,A75,3,male,A101,4,A123,adult,A143,A152,1,A173,1,A191,A201,1,male-adult
361,A11,18,A32,A40,1216,A61,A72,4,female,A101,3,A123,youth,A143,A151,1,A173,1,A192,A201,2,female-youth
362,A12,36,A32,A43,4795,A61,A72,4,female,A101,1,A124,adult,A143,A152,1,A174,1,A192,A201,1,female-adult
363,A12,30,A32,A43,1715,A65,A73,4,female,A101,1,A123,adult,A143,A152,1,A173,1,A191,A201,1,female-adult
364,A14,18,A34,A43,1169,A65,A73,4,male,A101,3,A122,adult,A143,A152,2,A173,1,A192,A201,1,male-adult
365,A14,24,A33,A41,4679,A61,A74,3,male,A101,3,A123,adult,A143,A152,2,A172,1,A192,A201,1,male-adult
366,A14,24,A32,A41,7814,A61,A74,3,male,A101,3,A123,adult,A143,A152,1,A174,1,A192,A201,1,male-adult
367,A11,24,A32,A40,1207,A61,A72,4,female,A101,4,A122,youth,A143,A151,1,A173,1,A191,A201,2,female-youth
368,A12,36,A32,A43,2323,A61,A74,4,male,A101,4,A123,youth,A143,A151,1,A173,1,A191,A201,1,male-youth
369,A12,12,A32,A43,1155,A61,A75,3,male,A103,3,A121,adult,A141,A152,2,A172,1,A191,A201,1,male-adult
370,A12,12,A32,A43,1092,A61,A73,4,female,A103,4,A121,adult,A143,A152,2,A173,1,A192,A201,1,female-adult
371,A11,12,A33,A40,1344,A61,A73,4,male,A101,2,A121,adult,A143,A152,2,A172,2,A191,A201,1,male-adult
372,A11,18,A34,A42,1049,A61,A72,4,female,A101,4,A122,youth,A143,A151,1,A173,1,A191,A201,1,female-youth
373,A11,24,A32,A43,1987,A61,A73,2,male,A101,4,A121,youth,A143,A151,1,A172,2,A191,A201,2,male-youth
374,A12,60,A33,A43,7418,A65,A73,1,male,A101,1,A121,adult,A143,A152,1,A172,1,A191,A201,1,male-adult
375,A14,4,A32,A42,601,A61,A72,1,female,A101,3,A121,youth,A143,A151,1,A172,2,A191,A201,1,female-youth
376,A11,18,A32,A43,1882,A61,A73,4,female,A101,4,A123,adult,A141,A151,2,A173,1,A191,A201,2,female-adult
377,A14,48,A32,A43,10222,A65,A74,4,male,A101,3,A123,adult,A142,A152,1,A173,1,A192,A201,1,male-adult
378,A14,18,A34,A40,1028,A61,A73,4,female,A101,3,A121,adult,A143,A152,2,A173,1,A191,A201,1,female-adult
379,A14,36,A34,A40,3535,A61,A74,4,male,A101,4,A123,adult,A143,A152,2,A173,1,A192,A201,1,male-adult
380,A12,36,A34,A40,2820,A61,A72,4,male,A101,4,A123,adult,A143,A152,2,A173,1,A191,A201,2,male-adult
381,A12,45,A34,A43,4746,A61,A72,4,male,A101,2,A122,adult,A143,A152,2,A172,1,A191,A201,2,male-adult
382,A12,9,A32,A42,2030,A65,A74,2,male,A101,1,A123,youth,A143,A152,1,A173,1,A192,A201,1,male-youth
383,A11,6,A34,A40,4716,A65,A72,1,male,A101,3,A121,adult,A143,A152,2,A172,2,A191,A201,1,male-adult
384,A13,9,A30,A43,1337,A61,A72,4,male,A101,2,A123,adult,A143,A152,2,A174,1,A192,A201,2,male-adult
385,A11,10,A34,A42,2132,A65,A72,2,female,A102,3,A121,adult,A143,A151,2,A173,1,A191,A202,1,female-adult
386,A11,27,A30,A49,5293,A61,A71,2,male,A101,4,A122,adult,A142,A152,2,A173,1,A192,A201,2,male-adult
387,A14,30,A34,A43,5954,A61,A74,3,male,A102,2,A123,adult,A143,A152,1,A173,1,A191,A201,1,male-adult
388,A14,24,A32,A49,4591,A64,A73,2,male,A101,3,A122,adult,A143,A152,3,A174,1,A192,A201,2,male-adult
389,A12,20,A30,A41,6148,A62,A75,3,male,A101,4,A123,adult,A141,A152,2,A173,1,A192,A201,1,male-adult
390,A14,36,A34,A40,7855,A61,A73,4,female,A101,2,A121,adult,A142,A152,2,A173,1,A192,A201,2,female-adult
391,A14,6,A32,A45,660,A63,A74,2,male,A101,4,A121,youth,A143,A151,1,A172,1,A191,A201,1,male-youth
392,A11,18,A32,A46,750,A61,A71,4,female,A101,1,A121,adult,A143,A152,1,A171,1,A191,A201,2,female-adult
393,A11,12,A32,A46,795,A61,A72,4,female,A101,4,A122,adult,A143,A152,1,A173,1,A191,A201,2,female-adult
394,A11,18,A31,A42,1553,A61,A73,4,male,A101,3,A123,adult,A141,A152,1,A173,1,A191,A201,2,male-adult
395,A14,6,A34,A43,1898,A65,A73,1,male,A101,2,A121,adult,A143,A152,2,A172,2,A191,A201,1,male-adult
396,A12,72,A32,A43,5595,A62,A73,2,male,A101,2,A123,youth,A143,A152,1,A173,1,A191,A201,2,male-youth
397,A12,24,A33,A49,6967,A62,A74,4,male,A101,4,A123,adult,A143,A151,1,A174,1,A192,A201,1,male-adult
398,A11,9,A32,A43,1366,A61,A72,3,female,A101,4,A122,youth,A143,A151,1,A173,1,A191,A201,2,female-youth
399,A11,24,A31,A42,3552,A61,A74,3,male,A101,4,A123,adult,A141,A152,1,A173,1,A191,A201,2,male-adult
400,A14,36,A33,A49,7980,A65,A72,4,male,A101,4,A123,adult,A143,A151,2,A173,1,A192,A201,2,male-adult
401,A14,12,A33,A41,1503,A61,A73,4,male,A101,4,A121,adult,A143,A151,1,A173,1,A191,A201,1,male-adult
402,A11,24,A32,A42,3234,A61,A72,4,female,A101,4,A121,youth,A143,A151,1,A172,1,A192,A201,2,female-youth
403,A14,6,A34,A40,2080,A63,A73,1,male,A101,2,A123,youth,A143,A152,1,A173,1,A191,A201,1,male-youth
404,A12,12,A34,A43,3573,A61,A73,1,female,A101,1,A121,youth,A143,A152,1,A172,1,A191,A201,1,female-youth
405,A12,15,A32,A43,802,A61,A75,4,male,A101,3,A123,adult,A143,A152,1,A173,2,A191,A201,2,male-adult
406,A11,24,A32,A43,2384,A61,A75,4,male,A101,4,A121,adult,A141,A151,1,A172,1,A191,A201,1,male-adult
407,A12,11,A34,A40,1322,A64,A73,4,female,A101,4,A123,adult,A143,A152,2,A173,1,A191,A201,1,female-adult
408,A14,4,A34,A40,3380,A61,A74,1,female,A101,1,A121,adult,A143,A152,1,A173,2,A191,A201,1,female-adult
409,A14,24,A34,A410,6314,A61,A71,4,male,A102,2,A124,adult,A141,A152,2,A174,1,A192,A201,1,male-adult
410,A12,15,A31,A40,1264,A62,A73,2,male,A101,2,A122,adult,A143,A151,1,A173,1,A191,A201,2,male-adult
411,A13,10,A34,A43,1347,A65,A74,4,male,A101,2,A122,adult,A143,A152,2,A173,1,A192,A201,1,male-adult
412,A12,24,A33,A43,6403,A61,A72,1,male,A101,2,A123,adult,A143,A152,1,A173,1,A191,A201,1,male-adult
413,A14,6,A34,A43,700,A65,A75,4,male,A101,4,A124,adult,A143,A153,2,A173,1,A191,A201,1,male-adult
414,A12,12,A32,A40,888,A61,A75,4,male,A101,4,A123,adult,A141,A152,1,A172,2,A191,A201,2,male-adult
415,A14,24,A31,A49,1559,A61,A74,4,male,A101,4,A123,adult,A141,A152,1,A173,1,A192,A201,1,male-adult
416,A14,24,A32,A40,7393,A61,A73,1,male,A101,4,A122,adult,A143,A152,1,A172,2,A191,A201,1,male-adult
417,A12,24,A34,A49,1935,A61,A75,4,male,A101,4,A121,adult,A143,A152,2,A173,1,A192,A201,2,male-adult
418,A12,48,A31,A40,12169,A65,A71,4,male,A102,4,A124,adult,A143,A153,1,A174,1,A192,A201,1,male-adult
419,A11,12,A30,A40,1082,A61,A73,4,male,A101,4,A123,adult,A141,A152,2,A173,1,A191,A201,2,male-adult
420,A14,24,A34,A43,2684,A61,A73,4,male,A101,2,A121,adult,A143,A152,2,A172,1,A191,A201,1,male-adult
421,A14,15,A32,A42,2186,A65,A74,1,female,A101,4,A121,adult,A141,A151,1,A172,1,A191,A201,1,female-adult
422,A11,12,A32,A42,652,A61,A75,4,female,A101,4,A122,youth,A143,A151,1,A173,1,A191,A201,1,female-youth
423,A14,27,A33,A49,5117,A61,A74,3,male,A101,4,A123,adult,A143,A152,2,A173,1,A191,A201,1,male-adult
424,A12,15,A32,A45,1514,A62,A73,4,male,A103,2,A121,youth,A143,A152,1,A173,1,A191,A201,1,male-youth
425,A14,27,A33,A41,8613,A64,A73,2,male,A101,2,A123,adult,A143,A152,2,A173,1,A191,A201,1,male-adult
426,A14,24,A32,A43,1413,A61,A73,4,male,A101,2,A122,adult,A143,A152,1,A173,1,A191,A201,1,male-adult
427,A11,30,A34,A41,10623,A61,A75,3,male,A101,4,A124,adult,A143,A153,3,A174,2,A192,A201,1,male-adult
428,A11,36,A32,A46,1977,A65,A75,4,male,A101,4,A124,adult,A143,A152,1,A174,1,A192,A201,2,male-adult
429,A12,8,A32,A42,1237,A61,A73,3,female,A101,4,A121,youth,A143,A152,1,A173,1,A191,A201,2,female-youth
430,A13,24,A32,A42,1925,A61,A73,2,male,A101,2,A121,adult,A143,A152,1,A173,1,A191,A201,1,male-adult
431,A11,18,A32,A40,976,A61,A72,1,female,A101,2,A123,youth,A143,A152,1,A172,1,A191,A201,2,female-youth
432,A12,24,A32,A43,2896,A62,A72,2,male,A101,1,A123,adult,A143,A152,1,A173,1,A191,A201,1,male-adult
433,A13,6,A33,A43,683,A61,A72,2,female,A101,1,A122,adult,A141,A152,1,A173,1,A191,A201,1,female-adult
434,A14,12,A32,A40,1884,A61,A75,4,male,A101,4,A123,adult,A143,A152,1,A174,1,A192,A201,1,male-adult
435,A11,6,A32,A40,1203,A62,A75,3,male,A101,2,A122,adult,A143,A152,1,A173,1,A192,A201,1,male-adult
436,A11,45,A32,A43,1845,A61,A73,4,male,A101,4,A124,youth,A143,A153,1,A173,1,A192,A201,2,male-youth
437,A13,18,A32,A42,2864,A61,A73,2,male,A101,1,A121,adult,A143,A152,1,A172,2,A191,A201,2,male-adult
438,A11,24,A32,A42,3021,A61,A73,2,male,A101,2,A121,youth,A143,A151,1,A172,1,A191,A201,1,male-youth
439,A14,24,A33,A40,2538,A61,A75,4,male,A101,4,A123,adult,A143,A152,2,A172,2,A191,A201,2,male-adult
