,status,month,credit_history,purpose,credit_amount,savings,employment,investment_as_income_percentage,sex,other_debtors,residence_since,property,age,installment_plans,housing,number_of_credits,skill_level,people_liable_for,telephone,foreign_worker,credit,sex-age
219,A11,18,A32,A43,1882,A61,A73,4,female,A101,4,A123,adult,A141,A151,2,A173,1,A191,A201,2,female-adult
220,A11,12,A32,A40,900,A65,A73,4,male,A101,2,A123,youth,A143,A152,1,A173,1,A191,A201,2,male-youth
221,A14,30,A34,A43,2831,A61,A73,4,female,A101,2,A123,adult,A143,A152,1,A173,1,A192,A201,1,female-adult
222,A14,36,A34,A41,5711,A64,A75,4,male,A101,2,A123,adult,A143,A152,2,A174,1,A192,A201,1,male-adult
223,A14,12,A34,A43,522,A63,A75,4,male,A101,4,A122,adult,A143,A152,2,A173,2,A192,A201,1,male-adult
224,A14,18,A32,A41,3378,A65,A73,2,male,A101,1,A122,adult,A143,A152,1,A173,1,A192,A201,1,male-adult
225,A14,27,A32,A45,5190,A65,A75,4,male,A101,4,A122,adult,A143,A152,4,A173,2,A192,A201,1,male-adult
226,A11,12,A32,A40,759,A61,A74,4,male,A101,2,A121,adult,A143,A152,1,A173,1,A191,A201,2,male-adult
227,A14,11,A32,A49,2142,A64,A75,1,male,A101,2,A121,adult,A143,A152,1,A173,1,A192,A201,1,male-adult
228,A14,12,A32,A43,707,A61,A73,4,male,A101,2,A121,adult,A141,A152,2,A173,1,A191,A201,1,male-adult
229,A14,30,A34,A43,4530,A61,A74,4,female,A101,4,A123,adult,A143,A151,1,A174,1,A192,A201,1,female-adult
230,A12,12,A34,A40,958,A61,A74,2,male,A101,3,A121,adult,A143,A152,2,A172,2,A191,A201,1,male-adult
231,A14,36,A32,A42,10974,A61,A71,4,female,A101,2,A123,adult,A143,A152,2,A174,1,A192,A201,2,female-adult
232,A14,21,A32,A41,5248,A65,A73,1,male,A101,3,A123,adult,A143,A152,1,A173,1,A191,A201,1,male-adult
233,A11,27,A32,A43,3416,A61,A73,3,male,A101,2,A123,adult,A143,A152,1,A174,1,A191,A201,1,male-adult
234,A14,48,A34,A49,7629,A65,A75,4,male,A101,2,A123,adult,A141,A152,2,A174,2,A191,A201,1,male-adult
235,A11,24,A34,A43,1231,A64,A75,4,female,A101,4,A122,adult,A143,A151,2,A174,1,A192,A201,1,female-adult
236,A12,18,A32,A41,12976,A61,A71,3,female,A101,4,A124,adult,A143,A153,1,A174,1,A192,A201,2,female-adult
237,A12,15,A32,A43,1444,A65,A72,4,male,A101,1,A122,youth,A143,A152,1,A173,1,A191,A201,1,male-youth
238,A14,21,A32,A40,2782,A63,A74,1,female,A101,2,A123,adult,A141,A152,1,A174,1,A191,A201,1,female-adult
239,A14,12,A32,A43,3077,A61,A73,2,male,A101,4,A123,adult,A143,A152,1,A173,1,A192,A201,1,male-adult
240,A14,18,A34,A41,3850,A61,A74,3,male,A101,1,A123,adult,A143,A152,2,A173,1,A191,A201,1,male-adult
241,A14,18,A32,A42,1984,A61,A73,4,male,A101,4,A124,adult,A141,A153,2,A173,1,A191,A201,1,male-adult
242,A12,18,A32,A41,2779,A61,A73,1,male,A101,3,A123,youth,A143,A151,1,A173,1,A192,A201,1,male-youth
243,A14,15,A32,A41,1300,A65,A75,4,male,A101,4,A124,adult,A141,A153,1,A173,2,A191,A201,1,male-adult
244,A12,9,A34,A46,1501,A61,A75,2,female,A101,3,A123,adult,A143,A152,2,A174,1,A192,A201,2,female-adult
245,A14,18,A30,A49,4165,A61,A73,2,male,A101,2,A123,adult,A142,A152,2,A173,2,A191,A201,2,male-adult
246,A12,24,A32,A43,5084,A65,A75,2,female,A101,4,A123,adult,A143,A152,1,A173,1,A192,A201,1,female-adult
247,A11,12,A32,A43,2214,A61,A73,4,male,A101,3,A122,youth,A143,A152,1,A172,1,A191,A201,1,male-youth
248,A12,48,A31,A40,12169,A65,A71,4,male,A102,4,A124,adult,A143,A153,1,A174,1,A192,A201,1,male-adult
249,A14,24,A33,A49,2375,A63,A73,4,male,A101,2,A123,adult,A143,A152,2,A173,2,A192,A201,1,male-adult
250,A14,24,A34,A41,6842,A65,A73,2,male,A101,4,A122,adult,A143,A152,2,A174,2,A192,A201,1,male-adult
251,A12,30,A33,A43,1919,A62,A72,4,male,A101,3,A124,adult,A142,A152,2,A174,1,A191,A201,2,male-adult
252,A11,30,A30,A49,8072,A65,A72,2,male,A101,3,A123,adult,A141,A152,3,A173,1,A191,A201,1,male-adult
253,A12,24,A32,A40,3512,A62,A74,2,male,A101,3,A123,adult,A141,A152,2,A173,1,A192,A201,1,male-adult
254,A13,24,A32,A43,5152,A61,A74,4,male,A101,2,A123,adult,A141,A152,1,A173,1,A191,A201,1,male-adult
255,A12,24,A33,A49,4712,A65,A73,4,male,A101,2,A122,adult,A141,A152,2,A174,1,A192,A201,1,male-adult
256,A14,10,A32,A40,1418,A62,A73,3,male,A101,2,A121,adult,A143,A151,1,A172,1,A191,A202,1,male-adult
257,A12,18,A33,A42,4297,A61,A75,4,male,A101,3,A124,adult,A143,A152,1,A174,1,A192,A201,2,male-adult
258,A13,36,A32,A43,4210,A61,A73,4,male,A101,2,A123,adult,A143,A152,1,A173,1,A191,A201,2,male-adult
259,A14,18,A32,A42,2515,A61,A73,3,male,A101,4,A121,adult,A143,A152,1,A173,1,A192,A201,1,male-adult
260,A14,21,A33,A42,1591,A62,A74,4,male,A101,3,A121,adult,A143,A152,2,A174,1,A191,A201,1,male-adult
261,A11,15,A32,A42,1845,A61,A72,4,female,A103,1,A122,adult,A143,A151,1,A173,1,A191,A201,1,female-adult
262,A13,24,A34,A49,1275,A64,A73,2,male,A101,4,A121,adult,A143,A152,2,A173,1,A192,A201,1,male-adult
263,A11,24,A32,A42,7721,A65,A72,1,female,A101,2,A122,adult,A143,A152,1,A173,1,A192,A202,1,female-adult
264,A14,18,A32,A43,433,A61,A71,3,female,A102,4,A121,youth,A143,A151,1,A173,1,A191,A201,2,female-youth
265,A14,18,A34,A42,3780,A61,A72,3,male,A101,2,A123,adult,A143,A152,2,A174,1,A192,A201,1,male-adult
266,A12,24,A32,A40,1246,A61,A72,4,male,A101,2,A121,youth,A142,A152,1,A172,1,A191,A201,2,male-youth
267,A14,36,A34,A41,11054,A65,A73,4,male,A101,2,A123,adult,A143,A152,1,A174,1,A192,A201,1,male-adult
268,A12,12,A32,A40,836,A62,A72,4,female,A101,2,A122,youth,A141,A152,1,A172,1,A191,A201,2,female-youth
269,A14,12,A32,A41,2445,A65,A72,2,male,A101,4,A123,adult,A143,A151,1,A173,1,A192,A201,1,male-adult
270,A12,36,A30,A49,1953,A61,A75,4,male,A101,4,A124,adult,A143,A153,1,A174,1,A192,A201,2,male-adult
271,A14,42,A32,A43,7166,A65,A74,2,male,A101,4,A122,adult,A143,A151,1,A173,1,A192,A201,1,male-adult
272,A14,15,A34,A42,1520,A65,A75,4,male,A101,4,A122,adult,A143,A152,1,A173,1,A191,A201,1,male-adult
273,A14,21,A34,A41,3275,A61,A75,1,male,A101,4,A123,adult,A143,A152,1,A174,1,A192,A201,1,male-adult
274,A12,24,A34,A41,7758,A64,A75,2,female,A101,4,A124,adult,A143,A151,1,A173,1,A191,A201,1,female-adult
275,A11,45,A32,A43,1845,A61,A73,4,male,A101,4,A124,youth,A143,A153,1,A173,1,A192,A201,2,male-youth
276,A14,60,A33,A43,15653,A61,A74,2,male,A101,4,A123,youth,A143,A152,2,A173,1,A192,A201,1,male-youth
277,A14,24,A32,A43,1278,A61,A75,4,male,A101,1,A121,adult,A143,A152,1,A174,1,A192,A201,1,male-adult
278,A12,24,A32,A41,2760,A65,A75,4,male,A101,4,A124,adult,A141,A153,1,A173,1,A192,A201,1,male-adult
279,A12,48,A34,A42,5096,A61,A73,2,female,A101,3,A123,adult,A143,A152,1,A174,1,A192,A201,2,female-adult
280,A14,24,A34,A410,6314,A61,A71,4,male,A102,2,A124,adult,A141,A152,2,A174,1,A192,A201,1,male-adult
281,A12,6,A33,A40,1209,A61,A71,4,male,A101,4,A122,adult,A143,A152,1,A174,1,A192,A201,2,male-adult
282,A14,12,A32,A43,3059,A64,A74,2,male,A101,4,A121,adult,A143,A152,1,A172,1,A191,A201,1,male-adult
283,A14,9,A32,A43,1478,A61,A74,4,male,A101,2,A123,youth,A143,A152,1,A173,1,A191,A201,2,male-youth
284,A12,9,A32,A43,2118,A61,A73,2,male,A101,2,A121,adult,A143,A152,1,A172,2,A191,A201,1,male-adult
285,A12,24,A34,A43,1743,A61,A75,4,male,A101,2,A122,adult,A143,A152,2,A172,1,A191,A201,1,male-adult
286,A12,48,A33,A49,6681,A65,A73,4,male,A101,4,A124,adult,A143,A153,1,A173,2,A192,A201,1,male-adult
287,A14,33,A34,A41,7253,A61,A74,3,male,A101,2,A123,adult,A143,A152,2,A174,1,A192,A201,1,male-adult
288,A14,12,A33,A45,1555,A64,A75,4,male,A101,4,A124,adult,A143,A153,2,A173,2,A191,A201,2,male-adult
289,A14,15,A32,A42,2221,A63,A73,2,female,A101,4,A123,youth,A143,A151,1,A173,1,A191,A201,1,female-youth
290,A12,24,A33,A43,1553,A62,A74,3,female,A101,2,A122,youth,A143,A151,2,A173,1,A192,A201,1,female-youth
291,A11,48,A32,A49,4308,A61,A72,3,female,A101,4,A122,youth,A143,A151,1,A173,1,A191,A201,2,female-youth
292,A12,9,A32,A40,1549,A65,A72,4,male,A101,2,A121,adult,A143,A152,1,A171,1,A191,A201,1,male-adult
293,A14,18,A34,A43,1149,A64,A73,4,male,A101,3,A121,adult,A143,A152,2,A173,1,A191,A201,1,male-adult
294,A11,12,A34,A41,1526,A61,A75,4,male,A101,4,A124,adult,A143,A153,2,A174,1,A191,A201,1,male-adult
295,A12,20,A30,A41,6148,A62,A75,3,male,A101,4,A123,adult,A141,A152,2,A173,1,A192,A201,1,male-adult
296,A14,30,A34,A41,7596,A65,A75,1,male,A101,4,A123,adult,A143,A152,2,A173,1,A191,A201,1,male-adult
297,A14,24,A32,A43,1901,A62,A73,4,male,A101,4,A123,adult,A143,A151,1,A174,1,A192,A201,1,male-adult
298,A12,12,A32,A43,6468,A65,A71,2,male,A101,1,A124,adult,A143,A152,1,A174,1,A192,A201,2,male-adult
299,A12,36,A32,A46,12612,A62,A73,1,male,A101,4,A124,adult,A143,A153,1,A173,2,A192,A201,2,male-adult
300,A12,18,A34,A40,884,A61,A75,4,male,A101,4,A123,adult,A141,A152,1,A173,2,A192,A201,2,male-adult
301,A14,24,A34,A40,2022,A61,A73,4,female,A101,4,A123,adult,A143,A152,1,A173,1,A192,A201,1,female-adult
302,A14,9,A32,A42,2301,A62,A72,2,female,A101,4,A122,youth,A143,A151,1,A173,1,A191,A201,1,female-youth
303,A11,12,A32,A40,1274,A61,A72,3,female,A101,1,A121,adult,A143,A152,1,A172,1,A191,A201,2,female-adult
304,A14,15,A33,A41,3594,A61,A72,1,female,A101,2,A122,adult,A143,A152,2,A172,1,A191,A201,1,female-adult
305,A14,15,A34,A42,3343,A61,A73,4,male,A101,2,A124,adult,A143,A153,1,A173,1,A192,A201,1,male-adult
306,A11,18,A32,A40,2249,A62,A74,4,male,A101,3,A123,adult,A143,A152,1,A174,2,A192,A201,1,male-adult
307,A14,6,A32,A43,518,A61,A73,3,female,A101,1,A121,adult,A143,A152,1,A173,1,A191,A201,1,female-adult
308,A12,18,A32,A40,5866,A62,A73,2,male,A101,2,A123,adult,A143,A152,2,A173,1,A192,A201,1,male-adult
309,A11,24,A32,A40,1442,A61,A74,4,female,A101,4,A123,youth,A143,A151,2,A173,1,A191,A201,2,female-youth
310,A11,9,A34,A40,2799,A61,A73,2,male,A101,2,A121,adult,A143,A151,2,A173,2,A191,A201,1,male-adult
311,A14,6,A33,A43,932,A61,A73,3,female,A101,2,A121,youth,A143,A152,1,A173,1,A191,A201,1,female-youth
312,A12,21,A32,A49,1188,A61,A75,2,female,A101,4,A122,adult,A143,A152,1,A173,2,A191,A201,2,female-adult
313,A11,18,A32,A43,2389,A61,A72,4,female,A101,1,A123,adult,A142,A152,1,A173,1,A191,A201,1,female-adult
314,A14,6,A32,A40,672,A61,A71,1,female,A101,4,A121,adult,A143,A152,1,A171,1,A192,A201,1,female-adult
315,A12,9,A32,A43,1206,A61,A75,4,female,A101,4,A121,adult,A143,A152,1,A173,1,A191,A201,1,female-adult
316,A12,12,A32,A40,888,A61,A75,4,male,A101,4,A123,adult,A141,A152,1,A172,2,A191,A201,2,male-adult
317,A12,12,A34,A43,3573,A61,A73,1,female,A101,1,A121,youth,A143,A152,1,A172,1,A191,A201,1,female-youth
318,A11,18,A32,A42,2473,A61,A71,4,male,A101,1,A123,adult,A143,A152,1,A171,1,A191,A201,2,male-adult
319,A11,18,A34,A43,1880,A61,A74,4,male,A101,1,A122,adult,A143,A152,2,A174,1,A192,A201,1,male-adult
320,A12,6,A32,A43,753,A61,A73,2,female,A103,3,A121,adult,A143,A152,1,A173,1,A191,A201,1,female-adult
321,A11,42,A32,A43,3965,A61,A72,4,male,A101,3,A123,adult,A143,A152,1,A173,1,A191,A201,2,male-adult
322,A14,27,A34,A42,4526,A64,A72,4,male,A101,2,A121,adult,A142,A152,2,A172,2,A192,A201,1,male-adult
323,A14,24,A32,A48,937,A61,A72,4,male,A101,3,A123,adult,A143,A152,2,A172,1,A191,A201,1,male-adult
324,A14,6,A34,A40,250,A64,A73,2,female,A101,2,A121,adult,A141,A152,2,A172,1,A191,A201,1,female-adult
325,A12,12,A32,A48,754,A65,A75,4,male,A101,4,A122,adult,A143,A152,2,A173,1,A191,A201,1,male-adult
326,A14,15,A34,A42,2788,A61,A74,2,female,A102,3,A123,youth,A141,A152,2,A173,1,A191,A201,1,female-youth
327,A14,24,A32,A40,1249,A61,A72,4,male,A101,2,A121,adult,A143,A152,1,A173,1,A191,A201,1,male-adult
328,A12,36,A30,A43,3804,A61,A73,4,female,A101,1,A123,adult,A143,A152,1,A173,1,A192,A201,2,female-adult
329,A14,12,A32,A40,1386,A63,A73,2,female,A101,2,A122,adult,A143,A152,1,A173,1,A191,A201,2,female-adult
330,A14,24,A32,A43,3235,A63,A75,3,male,A101,2,A123,adult,A143,A152,1,A174,1,A192,A201,1,male-adult
331,A14,12,A34,A49,1185,A61,A73,3,female,A101,2,A121,adult,A143,A152,2,A173,1,A191,A201,1,female-adult
332,A13,15,A32,A46,1905,A61,A75,4,male,A101,4,A123,adult,A143,A151,1,A174,1,A192,A201,1,male-adult
333,A14,12,A34,A43,930,A65,A75,4,male,A101,4,A121,adult,A143,A152,4,A173,1,A191,A201,1,male-adult
334,A14,24,A32,A42,2835,A63,A75,3,male,A101,4,A122,adult,A143,A152,1,A173,1,A191,A201,1,male-adult
335,A13,18,A31,A43,1445,A65,A74,4,male,A101,4,A123,adult,A141,A152,1,A172,1,A191,A201,1,male-adult
336,A12,27,A34,A43,2520,A63,A73,4,male,A101,2,A122,youth,A143,A152,2,A172,1,A191,A201,2,male-youth
337,A12,8,A32,A42,1237,A61,A73,3,female,A101,4,A121,youth,A143,A152,1,A173,1,A191,A201,2,female-youth
338,A11,12,A34,A40,4843,A61,A75,3,male,A102,4,A122,adult,A143,A151,2,A173,1,A192,A201,2,male-adult
339,A14,30,A34,A43,5954,A61,A74,3,male,A102,2,A123,adult,A143,A152,1,A173,1,A191,A201,1,male-adult
340,A14,10,A32,A40,1546,A61,A73,3,male,A101,2,A121,adult,A143,A152,1,A172,2,A191,A202,1,male-adult
341,A11,6,A32,A40,1203,A62,A75,3,male,A101,2,A122,adult,A143,A152,1,A173,1,A192,A201,1,male-adult
342,A12,18,A34,A43,1795,A61,A75,3,female,A103,4,A121,adult,A141,A151,2,A172,1,A192,A201,1,female-adult
343,A13,15,A32,A46,392,A61,A72,4,female,A101,4,A122,youth,A143,A151,1,A173,1,A192,A201,1,female-youth
344,A14,24,A34,A41,5804,A64,A73,4,male,A101,2,A121,adult,A143,A152,2,A173,1,A191,A201,1,male-adult
345,A14,18,A32,A43,1473,A61,A72,3,male,A101,4,A121,adult,A143,A152,1,A173,1,A192,A201,1,male-adult
346,A12,9,A31,A41,5129,A61,A75,2,female,A101,4,A124,adult,A141,A153,1,A174,2,A192,A201,2,female-adult
347,A11,14,A32,A40,8978,A61,A75,1,male,A101,4,A122,adult,A143,A152,1,A174,1,A192,A202,2,male-adult
348,A12,24,A34,A49,1935,A61,A75,4,male,A101,4,A121,adult,A143,A152,2,A173,1,A192,A201,2,male-adult
349,A14,6,A32,A48,1238,A65,A71,4,male,A101,4,A122,adult,A143,A152,1,A174,2,A192,A201,1,male-adult
350,A14,24,A32,A41,5433,A65,A71,2,female,A101,4,A122,adult,A143,A151,1,A174,1,A192,A201,1,female-adult
351,A14,21,A34,A40,12680,A65,A75,4,male,A101,4,A124,adult,A143,A153,1,A174,1,A192,A201,2,male-adult
352,A12,14,A32,A49,1410,A63,A75,1,male,A101,2,A121,adult,A143,A152,1,A173,1,A192,A201,1,male-adult
353,A12,16,A34,A40,1175,A61,A71,2,male,A101,3,A123,adult,A143,A153,3,A171,1,A192,A201,1,male-adult
354,A11,12,A32,A43,701,A61,A73,4,male,A101,2,A121,adult,A143,A152,1,A172,1,A191,A201,1,male-adult
355,A14,36,A32,A43,2299,A63,A75,4,male,A101,4,A123,adult,A143,A152,1,A173,1,A191,A201,1,male-adult
356,A14,15,A34,A43,1829,A61,A75,4,male,A101,4,A123,adult,A143,A152,2,A173,1,A192,A201,1,male-adult
357,A14,6,A34,A40,362,A62,A73,4,female,A101,4,A123,adult,A143,A152,2,A172,1,A191,A201,1,female-adult
358,A14,15,A33,A42,960,A64,A74,3,female,A101,2,A122,adult,A143,A152,2,A173,1,A191,A201,1,female-adult
359,A14,24,A33,A49,2978,A65,A73,4,male,A101,4,A121,adult,A143,A152,2,A173,2,A192,A201,1,male-adult
360,A12,42,A34,A49,5954,A61,A74,2,female,A101,1,A121,adult,A141,A152,2,A172,1,A191,A201,1,female-adult
361,A14,30,A34,A43,5771,A61,A74,4,female,A101,2,A123,adult,A143,A152,2,A173,1,A191,A201,1,female-adult
362,A14,15,A34,A46,1532,A62,A73,4,female,A101,3,A123,adult,A143,A152,1,A173,1,A191,A201,1,female-adult
363,A14,10,A34,A42,2069,A65,A73,2,male,A101,1,A123,adult,A143,A152,2,A173,1,A191,A202,1,male-adult
364,A14,12,A32,A43,886,A65,A73,4,female,A101,2,A123,youth,A143,A152,1,A173,1,A191,A201,1,female-youth
365,A11,36,A32,A410,15857,A61,A71,2,male,A102,3,A123,adult,A143,A152,1,A174,1,A191,A201,1,male-adult
366,A13,24,A32,A42,3749,A61,A72,2,female,A101,4,A123,adult,A143,A152,1,A173,1,A191,A201,1,female-adult
367,A11,36,A32,A41,8229,A61,A73,2,male,A101,2,A122,adult,A143,A152,1,A173,2,A191,A201,2,male-adult
368,A13,10,A32,A44,1225,A61,A73,2,male,A101,2,A123,adult,A143,A152,1,A173,1,A192,A201,1,male-adult
369,A14,21,A33,A49,2580,A63,A72,4,male,A101,2,A121,adult,A141,A152,1,A172,2,A191,A201,2,male-adult
370,A13,24,A34,A43,3148,A65,A73,3,male,A101,2,A123,adult,A143,A152,2,A173,1,A192,A201,1,male-adult
371,A14,24,A34,A46,1927,A65,A73,3,female,A101,2,A123,adult,A143,A152,2,A173,1,A192,A201,1,female-adult
372,A12,21,A34,A49,3652,A61,A74,2,male,A101,3,A122,adult,A143,A152,2,A173,1,A191,A201,1,male-adult
373,A14,12,A32,A46,1393,A61,A75,4,male,A101,4,A122,adult,A141,A152,3,A173,2,A192,A201,1,male-adult
374,A11,42,A34,A45,3394,A61,A71,4,male,A102,4,A123,adult,A143,A152,2,A171,1,A191,A201,1,male-adult
375,A14,15,A32,A41,3029,A61,A74,2,male,A101,2,A123,adult,A143,A152,1,A173,1,A191,A201,1,male-adult
376,A14,15,A34,A43,1360,A61,A73,4,male,A101,2,A122,adult,A143,A152,2,A173,1,A191,A201,1,male-adult
377,A14,18,A32,A49,1568,A62,A73,3,female,A101,4,A122,youth,A143,A151,1,A172,1,A191,A201,1,female-youth
378,A14,24,A32,A40,1525,A64,A74,4,female,A101,3,A123,adult,A143,A152,1,A173,2,A192,A201,1,female-adult
379,A11,45,A30,A49,11816,A61,A75,2,male,A101,4,A123,adult,A143,A151,2,A173,1,A191,A201,2,male-adult
380,A13,12,A32,A42,1424,A65,A75,3,female,A101,4,A121,adult,A143,A152,1,A174,1,A192,A201,1,female-adult
381,A14,18,A34,A46,1864,A62,A73,4,female,A101,2,A121,adult,A143,A152,2,A173,1,A191,A201,2,female-adult
382,A11,21,A34,A40,571,A61,A75,4,male,A101,4,A121,adult,A143,A152,2,A173,1,A191,A201,1,male-adult
383,A12,8,A32,A43,760,A61,A74,4,female,A103,2,A121,adult,A143,A152,1,A172,1,A191,A201,1,female-adult
384,A11,12,A34,A43,385,A61,A74,4,female,A101,3,A121,adult,A143,A152,4,A172,1,A192,A201,1,female-adult
385,A11,48,A32,A46,7476,A61,A74,4,male,A101,1,A124,adult,A143,A153,1,A174,1,A192,A201,1,male-adult
386,A11,21,A32,A43,3357,A64,A72,4,female,A101,2,A123,adult,A141,A152,1,A173,1,A191,A201,1,female-adult
387,A11,48,A32,A41,10297,A61,A74,4,male,A101,4,A124,adult,A142,A153,3,A173,2,A192,A201,2,male-adult
388,A11,36,A32,A42,3620,A61,A73,1,male,A103,2,A122,adult,A143,A152,1,A173,2,A191,A201,1,male-adult
389,A12,45,A32,A43,3031,A62,A73,4,male,A103,4,A122,youth,A143,A151,1,A173,1,A191,A201,2,male-youth
390,A12,36,A33,A40,2862,A62,A75,4,male,A101,3,A124,adult,A143,A153,1,A173,1,A191,A201,1,male-adult
391,A12,24,A32,A43,1967,A61,A75,4,female,A101,4,A123,youth,A143,A152,1,A173,1,A192,A201,1,female-youth
392,A14,12,A34,A42,1258,A61,A72,2,female,A101,4,A122,youth,A143,A151,2,A172,1,A191,A201,1,female-youth
393,A11,18,A33,A46,8471,A65,A73,1,female,A101,2,A123,youth,A143,A151,2,A173,1,A192,A201,1,female-youth
394,A11,12,A32,A40,1168,A61,A73,4,male,A101,3,A121,adult,A143,A152,1,A172,1,A191,A201,1,male-adult
395,A14,24,A34,A42,2028,A61,A74,2,male,A101,2,A122,adult,A143,A152,2,A172,1,A191,A201,1,male-adult
396,A11,9,A32,A40,1422,A61,A72,3,male,A101,2,A124,adult,A143,A153,1,A174,1,A192,A201,2,male-adult
397,A11,18,A32,A42,2039,A61,A73,1,female,A101,4,A121,youth,A141,A151,1,A173,1,A191,A201,2,female-youth
398,A14,12,A32,A49,1076,A61,A73,2,male,A101,2,A121,adult,A143,A152,1,A173,1,A192,A202,1,male-adult
399,A12,6,A32,A43,2063,A61,A72,4,male,A101,3,A123,adult,A143,A151,1,A174,1,A192,A201,1,male-adult
400,A14,24,A32,A41,3488,A62,A74,3,female,A101,4,A123,youth,A143,A152,1,A173,1,A191,A201,1,female-youth
401,A14,48,A33,A43,7238,A65,A75,3,male,A101,3,A123,adult,A141,A152,2,A173,2,A191,A201,1,male-adult
402,A11,24,A32,A42,3234,A61,A72,4,female,A101,4,A121,youth,A143,A151,1,A172,1,A192,A201,2,female-youth
403,A11,12,A30,A45,1108,A61,A74,4,male,A101,3,A121,adult,A143,A152,2,A173,1,A191,A201,2,male-adult
404,A12,18,A34,A42,7374,A61,A71,4,male,A101,4,A122,adult,A142,A152,2,A174,1,A192,A201,1,male-adult
405,A14,48,A32,A43,10222,A65,A74,4,male,A101,3,A123,adult,A142,A152,1,A173,1,A192,A201,1,male-adult
406,A14,9,A32,A46,3832,A65,A75,1,male,A101,4,A121,adult,A143,A152,1,A172,1,A191,A201,1,male-adult
407,A12,12,A32,A45,639,A61,A73,4,male,A101,2,A123,adult,A143,A152,1,A173,1,A191,A201,2,male-adult
408,A14,7,A33,A43,846,A65,A75,3,male,A101,4,A124,adult,A143,A153,1,A173,1,A191,A201,1,male-adult
409,A14,6,A30,A43,426,A61,A75,4,male,A101,4,A123,adult,A143,A152,1,A172,1,A191,A201,1,male-adult
410,A12,27,A33,A41,5965,A61,A75,1,male,A101,2,A123,adult,A143,A152,2,A174,1,A192,A201,1,male-adult
411,A14,12,A32,A40,2859,A65,A71,4,male,A101,4,A124,adult,A143,A152,1,A174,1,A192,A201,1,male-adult
412,A12,18,A34,A49,3590,A61,A71,3,male,A101,3,A123,adult,A143,A152,3,A171,2,A192,A201,1,male-adult
413,A11,12,A32,A42,1262,A65,A75,2,male,A101,4,A122,adult,A143,A152,1,A172,1,A192,A201,1,male-adult
414,A14,15,A32,A41,3812,A62,A72,1,female,A101,4,A123,youth,A143,A152,1,A173,1,A192,A201,1,female-youth
415,A11,12,A32,A40,1228,A61,A73,4,female,A101,2,A121,youth,A143,A152,1,A172,1,A191,A201,2,female-youth
416,A12,12,A32,A40,1223,A61,A75,1,male,A101,1,A121,adult,A143,A151,2,A173,1,A191,A201,2,male-adult
417,A11,12,A30,A40,1082,A61,A73,4,male,A101,4,A123,adult,A141,A152,2,A173,1,A191,A201,2,male-adult
418,A11,15,A32,A40,2511,A61,A71,1,female,A101,4,A123,youth,A143,A151,1,A173,1,A191,A201,1,female-youth
419,A11,21,A32,A43,2606,A61,A72,4,female,A101,4,A122,adult,A143,A151,1,A174,1,A192,A201,1,female-adult
420,A13,18,A32,A40,1961,A61,A75,3,female,A101,2,A123,youth,A143,A152,1,A174,1,A191,A201,1,female-youth
421,A12,48,A32,A43,3979,A65,A74,4,male,A101,1,A123,adult,A143,A152,2,A173,2,A192,A201,1,male-adult
422,A12,9,A32,A49,1391,A61,A73,2,male,A101,1,A121,adult,A141,A152,1,A173,1,A192,A201,1,male-adult
423,A14,36,A34,A42,7127,A61,A72,2,female,A101,4,A122,youth,A143,A151,2,A173,1,A192,A201,2,female-youth
424,A14,18,A32,A40,2662,A65,A74,4,male,A101,3,A122,adult,A143,A152,1,A173,1,A191,A202,1,male-adult
425,A12,18,A32,A46,1239,A65,A73,4,male,A101,4,A124,adult,A143,A153,1,A173,1,A191,A201,1,male-adult
426,A12,12,A32,A43,625,A61,A72,4,male,A103,1,A121,adult,A141,A152,1,A172,1,A191,A201,1,male-adult
427,A13,12,A32,A43,1881,A61,A73,2,female,A101,2,A123,adult,A143,A151,1,A172,1,A192,A201,1,female-adult
428,A14,24,A34,A43,1516,A64,A73,4,female,A101,1,A121,adult,A143,A152,2,A172,1,A191,A201,1,female-adult
429,A14,18,A32,A49,1950,A61,A74,4,male,A101,1,A123,adult,A142,A152,2,A173,1,A192,A201,1,male-adult
430,A11,24,A32,A41,2812,A65,A75,2,female,A101,4,A121,adult,A143,A151,1,A173,1,A191,A201,1,female-adult
431,A11,36,A32,A42,3446,A61,A75,4,male,A101,2,A123,adult,A143,A152,1,A173,2,A191,A201,2,male-adult
432,A14,18,A34,A43,1098,A61,A71,4,female,A101,4,A123,adult,A143,A152,2,A171,1,A191,A201,1,female-adult
433,A14,36,A32,A40,909,A63,A75,4,male,A101,4,A122,adult,A143,A152,1,A173,1,A191,A201,1,male-adult
434,A11,48,A32,A41,4788,A61,A74,4,male,A101,3,A122,adult,A143,A152,1,A173,2,A191,A201,1,male-adult
435,A14,36,A32,A43,3835,A65,A75,2,female,A101,4,A121,adult,A143,A152,1,A172,1,A192,A201,1,female-adult
436,A12,36,A32,A43,2323,A61,A74,4,male,A101,4,A123,youth,A143,A151,1,A173,1,A191,A201,1,male-youth
437,A11,24,A34,A40,1199,A61,A75,4,male,A101,4,A123,adult,A143,A152,2,A172,1,A191,A201,2,male-adult
438,A14,36,A32,A49,5742,A62,A74,2,male,A101,2,A123,adult,A143,A152,2,A173,1,A192,A201,1,male-adult
439,A12,15,A31,A40,1264,A62,A73,2,male,A101,2,A122,adult,A143,A151,1,A173,1,A191,A201,2,male-adult
